order_date,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
2024-08-30,,,,,,,,,,,
2024-08-31,,,,,,,,,,,
2024-09-01,23.0,14.5,18.8,0.0,0.8,0.0,0.0,0.0,0.0,,
2024-09-02,23.5,13.0,18.3,0.0,0.3,0.0,0.0,0.0,0.0,,
2024-09-03,26.0,13.0,19.5,0.0,1.5,0.0,0.0,0.0,0.0,,
2024-09-04,28.0,12.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,,
2024-09-05,30.0,13.5,21.8,0.0,3.8,0.0,0.0,0.0,0.0,,
2024-09-06,33.5,21.0,27.3,0.0,9.3,0.0,0.0,0.0,0.0,,
2024-09-07,35.0,24.0,29.5,0.0,11.5,11.6,0.0,11.6,0.0,,
2024-09-08,28.5,24.0,26.3,0.0,8.3,2.0,0.0,2.0,0.0,,
2024-09-09,,,,,,,,,,,
2024-09-10,27.0,19.0,23.0,0.0,5.0,1.0,0.0,1.0,0.0,,
2024-09-11,,,,,,,,,,,
2024-09-12,25.0,10.5,17.8,0.2,0.0,0.0,0.0,0.0,0.0,,
2024-09-13,,,,,,,,,,,
2024-09-14,,,,,,,,,,,
2024-09-15,,,,,,,,,,,
2024-09-16,,,,,,,,,,,
2024-09-17,23.0,20.0,21.5,0.0,3.5,9.6,0.0,9.6,0.0,,
2024-09-18,27.5,17.0,22.3,0.0,4.3,0.0,0.0,0.0,0.0,,
2024-09-19,,,,,,,,,,,
2024-09-20,,,,,,,,,,,
2024-09-21,28.0,12.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,,
2024-09-22,31.0,15.5,23.3,0.0,5.3,0.0,0.0,0.0,0.0,,
2024-09-23,,,,,,,,,,,
2024-09-24,22.0,13.0,17.5,0.5,0.0,0.0,0.0,0.0,0.0,,
2024-09-25,,,,,,,,,,,
2024-09-26,21.0,14.0,17.5,0.5,0.0,17.2,0.0,17.2,0.0,,
2024-09-27,22.0,11.5,16.8,1.2,0.0,0.0,0.0,0.0,0.0,,
2024-09-28,16.0,10.0,13.0,5.0,0.0,40.0,0.0,40.0,0.0,,
2024-09-29,17.5,14.0,15.8,2.2,0.0,17.0,0.0,17.0,0.0,,
2024-09-30,18.0,15.0,16.5,1.5,0.0,7.8,0.0,7.8,0.0,,
2024-10-01,22.0,15.0,18.5,0.0,0.5,5.2,0.0,5.2,0.0,,
2024-10-02,22.0,11.0,16.5,1.5,0.0,0.0,0.0,0.0,0.0,,
2024-10-03,,,,,,,,,,,
2024-10-04,24.0,10.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2024-10-05,26.0,15.0,20.5,0.0,2.5,0.8,0.0,0.8,0.0,,
2024-10-06,26.0,15.5,20.8,0.0,2.8,0.0,0.0,0.0,0.0,,
2024-10-07,,,,,,,,,,,
2024-10-08,17.0,9.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,,
2024-10-09,16.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,,
2024-10-10,18.0,1.5,9.8,8.2,0.0,0.0,0.0,0.0,0.0,,
2024-10-11,20.5,7.0,13.8,4.2,0.0,0.0,0.0,0.0,0.0,,
2024-10-12,25.5,11.0,18.3,0.0,0.3,2.0,0.0,2.0,0.0,,
2024-10-13,14.5,9.0,11.8,6.2,0.0,0.0,0.0,0.0,0.0,,
2024-10-14,,,,,,,,,,,
2024-10-15,,,,,,,,,,,
2024-10-16,20.5,16.0,18.3,0.0,0.3,5.0,0.0,5.0,0.0,,
2024-10-17,26.5,16.5,21.5,0.0,3.5,0.0,0.0,0.0,0.0,,
2024-10-18,25.0,18.5,21.8,0.0,3.8,0.8,0.0,0.8,0.0,,
2024-10-19,22.0,8.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,,
2024-10-20,,,,,,,,,,,
2024-10-21,12.5,7.5,10.0,8.0,0.0,0.8,0.0,0.8,0.0,,
2024-10-22,11.5,4.0,7.8,10.2,0.0,0.0,0.0,0.0,0.0,,
2024-10-23,18.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,,
2024-10-24,,,,,,,,,,,
2024-10-25,12.0,1.0,6.5,11.5,0.0,0.0,0.0,0.0,0.0,,
2024-10-26,9.0,1.0,5.0,13.0,0.0,20.2,0.0,20.2,0.0,,
2024-10-27,9.0,5.0,7.0,11.0,0.0,1.0,0.0,1.0,0.0,,
2024-10-28,15.0,0.0,7.5,10.5,0.0,0.0,0.0,0.0,0.0,,
2024-10-29,22.0,10.0,16.0,2.0,0.0,15.0,0.0,15.0,0.0,,
2024-10-30,11.0,9.0,10.0,8.0,0.0,0.5,0.0,0.5,0.0,,
2024-10-31,,,,,,,,,,,
2024-11-01,24.0,4.0,14.0,4.0,0.0,0.8,0.0,0.8,0.0,,
2024-11-02,22.0,12.0,17.0,1.0,0.0,16.4,0.0,16.4,0.0,,
2024-11-03,,,,,,,,,,,
2024-11-04,14.0,6.5,10.3,7.7,0.0,0.0,0.0,0.0,0.0,,
2024-11-05,19.0,4.0,11.5,6.5,0.0,0.0,0.0,0.0,0.0,,
2024-11-06,19.5,5.0,12.3,5.7,0.0,0.0,0.0,0.0,0.0,,
2024-11-07,,,,,,,,,,,
2024-11-08,,,,,,,,,,,
2024-11-09,11.0,6.5,8.8,9.2,0.0,0.0,0.0,0.0,0.0,,
2024-11-10,,,,,,,,,,,
2024-11-11,,,,,,,,,,,
2024-11-12,10.0,-3.0,3.5,14.5,0.0,0.0,0.0,0.0,0.0,,
2024-11-13,,,,,,,,,,,
2024-11-14,,,,,,,,,,,
2024-11-15,,,,,,,,,,,
2024-11-16,,,,,,,,,,,
2024-11-17,15.5,2.0,8.8,9.2,0.0,0.0,0.0,0.0,0.0,,
2024-11-18,21.0,9.0,15.0,3.0,0.0,1.6,0.0,1.6,0.0,,
2024-11-19,5.0,0.5,2.8,15.2,0.0,1.6,0.0,1.6,0.0,,
2024-11-20,2.0,-1.0,0.5,17.5,0.0,0.0,0.0,0.0,0.0,,
2024-11-21,,,,,,,,,,,
2024-11-22,3.0,-6.5,-1.8,19.8,0.0,0.0,0.0,0.0,0.0,,
2024-11-23,5.0,-4.5,0.3,17.7,0.0,10.6,0.0,10.6,0.0,,
2024-11-24,8.0,3.0,5.5,12.5,0.0,1.0,0.0,1.0,0.0,,
2024-11-25,,,,,,,,,,,
2024-11-26,,,,,,,,,,,
2024-11-27,,,,,,,,,,,
2024-11-28,10.5,2.5,6.5,11.5,0.0,12.0,0.0,12.0,0.0,,
2024-11-29,13.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,,
2024-11-30,16.0,4.0,10.0,8.0,0.0,1.8,0.0,1.8,0.0,,
2024-12-01,5.0,1.5,3.3,14.7,0.0,0.6,0.0,0.6,0.0,,
2024-12-02,,,,,,,,,,,
2024-12-03,4.0,0.5,2.3,15.7,0.0,0.0,0.0,0.0,0.0,,
2024-12-04,,,,,,,,,,,
2024-12-05,,,,,,,,,,,
2024-12-06,5.0,,,,,5.8,0.0,5.8,0.0,,
2024-12-07,,,,,,,,,,,
2024-12-08,-2.0,-4.0,-3.0,21.0,0.0,0.0,1.0,1.0,0.0,,
2024-12-09,,,,,,,,,,,
2024-12-10,0.0,-6.0,-3.0,21.0,0.0,0.0,5.0,5.0,0.0,,
2024-12-11,1.0,-5.0,-2.0,20.0,0.0,0.0,15.0,15.0,5.0,,
2024-12-12,2.0,-2.0,0.0,18.0,0.0,0.0,0.0,0.0,20.0,,
2024-12-13,-2.0,-9.0,-5.5,23.5,0.0,0.0,0.0,0.0,17.0,,
2024-12-14,,,,,,,,,,,
2024-12-15,,,,,,,,,,,
2024-12-16,-3.5,-15.5,-9.5,27.5,0.0,0.0,5.0,5.0,15.0,,
2024-12-17,-1.0,-8.0,-4.5,22.5,0.0,1.0,0.0,1.0,20.0,,
2024-12-18,,,,,,,,,,,
2024-12-19,,,,,,,,,,,
2024-12-20,-0.5,-13.0,-6.8,24.8,0.0,0.0,0.0,0.0,17.0,,
2024-12-21,,,,,,,,,,,
2024-12-22,4.5,-1.5,1.5,16.5,0.0,0.0,0.0,0.0,16.0,,
2024-12-23,3.0,-3.5,-0.3,18.3,0.0,4.0,0.0,4.0,13.0,,
2024-12-24,4.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,11.0,,
2024-12-25,,,,,,,,,,,
2024-12-26,13.0,0.5,6.8,11.2,0.0,14.4,0.0,14.4,3.0,,
2024-12-27,0.5,-2.0,-0.8,18.8,0.0,0.0,0.0,0.0,0.0,,
2024-12-28,,,,,,,,,,,
2024-12-29,6.0,-1.5,2.3,15.7,0.0,0.0,0.0,0.0,0.0,,
2024-12-30,2.5,-2.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,,
2024-12-31,7.5,-3.0,2.3,15.7,0.0,0.0,0.0,0.0,0.0,,
